"Artikelnummer";"Name";"Kategorie";"Beschreibung";"EK";"Lieferanten Nr.";"Geändert";"VK Verkaufspreis "
"1670";"Hybrid - Wechselrichter Solis 20 kW ";"WR HY";"Solis S6-EH3P20K-H-EU Hybrid Wechselrichter
Merkmale
- 4 integrierte MPPTs für mehrere Ausrichtungen des Arrays
- Bis zu 50 A maximale Ladung/Entladestromstärke
- Stringstrom bis zu 20 A, geeignet für Großstrommodule
- 10 Sekunden 200 % Überspannungs-Leistungsüberlastungsfähigkeit für Backup-Strom
- Unterstützt maximal 6 Geräte parallel
- Unterstützt unsymmetrische und Halbwellen-Lasten sowohl am Netzanschluss als auch am Backup-Port
- Unterstützt Peak-Shaving-Steuerung sowohl im „Selbstverbrauch“- als auch im „Generator“-Modus
- 6 anpassbare Lade-/Entladezeit-Einstellungen
- Automatischer UPS-Umschaltvorgang
- Intelligentes AC-Kopplungsschema, das bestehende netzgekoppelte Systeme einfach aufrüstet";"1839";"";"03.01.25";"2390.7"
"1669";"Hybrid - Wechselrichter Solis 12 kW ";"WR HY";"Solis S6-EH3P12K-H-EU Hybrid Wechselrichter
Merkmale
- 4 integrierte MPPTs für mehrere Ausrichtungen des Arrays
- Bis zu 50 A maximale Ladung/Entladestromstärke
- Stringstrom bis zu 20 A, geeignet für Großstrommodule
- 10 Sekunden 200 % Überspannungs-Leistungsüberlastungsfähigkeit für Backup-Strom
- Unterstützt maximal 6 Geräte parallel
- Unterstützt unsymmetrische und Halbwellen-Lasten sowohl am Netzanschluss als auch am Backup-Port
- Unterstützt Peak-Shaving-Steuerung sowohl im „Selbstverbrauch“- als auch im „Generator“-Modus
- 6 anpassbare Lade-/Entladezeit-Einstellungen
- Automatischer UPS-Umschaltvorgang
- Intelligentes AC-Kopplungsschema, das bestehende netzgekoppelte Systeme einfach aufrüstet";"1699.99";"";"03.01.25";"2209.99"
"1090";"Hybrid - Wechselrichter Solis 6 kW";"WR HY";"- S6-EH3P6K-H-EU
- Mittelspannung -europ. Wirkungsgrad 97,7 % 
- Geräuschemission 30,0 dba -Höhe 455 mm 
- Breite 535 mm -Tiefe 185 mm 
- Gewicht 25,10 kg -AC-Nennleistung 6,0 kW 
- MPP-Tracker 2 -3-phasig 
- Notstromfähig";"940";"";"03.01.25";"1222"
"1559";"Hybrid - Wechselrichter Solis 15 kW";"WR HY";"Solis S6-EH3P15K-H-EU Hybrid Wechselrichter
Merkmale
- 4 integrierte MPPTs für mehrere Ausrichtungen des Arrays
- Bis zu 50 A maximale Ladung/Entladestromstärke
- Stringstrom bis zu 20 A, geeignet für Großstrommodule
- 10 Sekunden 200 % Überspannungs-Leistungsüberlastungsfähigkeit für Backup-Strom
- Unterstützt maximal 6 Geräte parallel
- Unterstützt unsymmetrische und Halbwellen-Lasten sowohl am Netzanschluss als auch am Backup-Port
- Unterstützt Peak-Shaving-Steuerung sowohl im „Selbstverbrauch“- als auch im „Generator“-Modus
- 6 anpassbare Lade-/Entladezeit-Einstellungen
- Automatischer UPS-Umschaltvorgang
- Intelligentes AC-Kopplungsschema, das bestehende netzgekoppelte Systeme einfach aufrüstet";"1707.99";"";"03.01.25";"2220.39"
"1123";"Hybrid - Wechselrichter Solis 10 kW";"WR HY";"- Solis S6 3P-Hybrid 

- 10 kW - Integrierte Umschalteinrichtung für Ersatzstrom 

- Große Flexibilität mit 4 MPPT - Parallelschaltung von bis zu 10 Hybrid-Wechselrichtern über RS485 

- Hoher Eingangsstrom von 16 A 

- AFCI-Funktion integriert - Netzanschluss: 3-Phasig 

- AC Leistung: 10 kVA 

- 10,0 kW Notstrom Leistung über separaten Ausgang 

- 5 Jahre Standard Garantie - 10 Jahre Garantie Upgrade im Preis inbegriffen (156€)";"1490";"";"03.01.25";"1937"
"1402";"Hybrid-Wechselrichter Solis 8 kW";"WR HY";"- Phasen:3- MPP-Tracker:4- AC-Leistung:8 kW- Spannungsbereich:200 - 850 Volt- Garantie:5 Jahre- Kommunikation:CAN, RS485, Wifi




- Integrierte Umschalteinrichtung für Ersatzstrom


- Große Flexibilität mit 4 MPPT

- Parallelschaltung von bis zu 10 Hybrid-Wechselrichtern über       RS485 (Freigabe ist für Q1 2024 geplant!)

- Hoher Eingangsstrom von 16 A

- DC-ÜSS Typ 2 verbaut

- AFCI-Funktion integriert

- Netzanschluss: 3-Phasig


- AC Leistung: 8 kVA

- 8,0 kW Notstrom Leistung über separaten Ausgang

- MPP Tracker: 4 mit je 1 Stringausgang

- Max. Kurzschlussstrom pro MPPT: 24 A

- Max. Eingangsstrom: 16 A

- Kommunikation: CAN, RS485, WiFi 

 Inkl. WiFi+LAN Kit

- 3-phasiger Smart Meter mit 3 Stromwandlern inklusive

- Schutzklasse: IP66

- Abmessungen: 496 x 596 x 230 mm (HxBxT)

- Gewicht: 31,8 kg

- Garantie: 5 Jahre";"1190";"";"03.01.25";"1547"
"1600";"PV- Speicher Sungrow 10 kWh";"PV- Speicher ";"- SBH 100
- Permanenter 50 A Lade- und Entladestrom möglich
- Lebenslang erweiterbares System
- Zellchemie: Lithium-Eisenphosphat
- Zertifiziertes mehrstufiges Schutzkonzept, u.a. VDE 2510-50
- Plug and Play Aufbau
- Leistungsstarke Not- und Ersatzstrom-Funktionalität
- 10 Jahre ProduktgarantieProdukteigenschaften Sungrow SBH100 Batterie
- Batteriekapazität: 10 kWh
- Nennspannung: 140,8 V
- Max. Lade-/Entladestrom: 50 A
- Gewicht: 106 kg
- Schutzklasse: IP55
- Abmessungen: 675 x 580 x 350 mm";"3767.43";"";"03.01.25";"4897.66"
"1667";"Sungrow SBR 3,20 kWh Batteriemodul/Speichererweiterung (Kopie)";"PV- Speicher";"-  Batteriekapazität: 3.20 kWh

-  Gewicht: 33 kg

-  Schutzklasse: IP55

-  Abmessungen: 625 x 130 x 330 mm";"1022.07";"";"03.01.25";"1328.69"
"1557";"PV- Speicher Sungrow 6,4kW (RS-Wechselrichter Serie)";"PV- Speicher";"Sungrow SBR064 Batteriespeicher 6,4kWh


- Hohe Effizienz: Bis zu 30 A Dauerlade- und -entladestrom sorgen für eine optimale Nutzung Ihrer Solarenergie.
- Maximale Ausbeute: Bis zu 100 % nutzbare Energie garantieren höchste Effizienz.
- Flexible Erweiterbarkeit: Unterstützung von 3-8 Modulen pro Einheit und die Möglichkeit, bis zu 4 Einheiten parallel zu schalten, bieten eine Leistungsspanne von 9-100 kWh.
- Sichere Nutzung: Ausgestattet mit einer Lithium-Eisenphosphat-Batterie, die für ihre Zuverlässigkeit und Sicherheit bekannt ist.
- Einfache Installation: Dank des kompakten und leichten Designs kann die Installation problemlos von einer einzigen Person durchgeführt werden. Der Plug &amp; Play-Ansatz ermöglicht eine problemlose Installation ohne Verkabelung zwischen den einzelnen Batteriemodulen.

Spezifikationen:


Garantie:10 JahreHS-Code:85076000Stromspannung:HochAusführung:Lithium-EisenphosphatMax. Entladetiefe:100%Schutzart (IP):IP55Höhe (mm):545Gewicht (kg):114";"2578.89";"";"03.01.25";"3352.56"
"1549";"PV- Speicher Sungrow 30 Kwh";"PV- Speicher";"- Sungrow SBH300
- Permanenter 50 A Lade- und Entladestrom möglich

- Lebenslang erweiterbares System
- Zellchemie: Lithium-Eisenphosphat
- Zertifiziertes mehrstufiges Schutzkonzept, u.a. VDE 2510-50
- Plug and Play Aufbau
- Leistungsstarke Not- und Ersatzstrom-Funktionalität
- 10 Jahre Produktgarantie
- Batteriekapazität: 30 kWh
- Nennspannung: 422,4 V
- Max. Lade-/Entladestrom: 50 A
- Gewicht: 286 kg
- Schutzklasse: IP55
- Abmessungen: 675 x 1220 x 350 mm";"10333.23";"";"03.01.25";"13433.2"
"1295";"Wechselrichter Sungrow 350 kW";"WR";"Produktvorteile

- Status LED
- Eingangsspannungsbereich von 500-1500 V
- Hoher Wirkungsgrad von bis zu 98,8 %
- Intelligente Umluftkühlung
- DC Überspannungsschutz Typ 2
- AC Überspannungsschutz Typ 2
- PID-Recovery
- Intelligente Strangstromüberwachung ohne Sicherungen
- Kompatibel mit bifazialen Modulen
- Q at night - Funktion
- 24h-Echtzeit-AC- und DC-Isolationsüberwachung
- 30A pro MPPT, kompatibel mit 500Wp+ ModulProdukteigenschaften Sungrow SG350HX
- 350 kVA Leistung 3 Phasig
- Nur für Mittelspannung 4110 &amp; 4220 zertifiziert!
- 16 MPP Tracker 500-1500 V nominal
- 2 MC4-EV02 (Max. 6 mm²) Eingänge pro MPPT
- 1 x RS485
- Webserver durch optional WiFi oder Ethernet Stick
- Abmessungen: 1136 x 870 x 361 mm
- Schutzklasse: IP66
- Gewicht: 116 kg
- Geräuschemission:  77dB

- ";"9870";"";"03.01.25";"12831"
"1159";"Wechselrichter Sungrow 250 kW";"WR";"- Sungrow SG250HX 

- Eingangsspannungsbereich von 600-1500 V 

- Hoher Wirkungsgrad von bis zu 98,8 % 

- Temperaturgesteuerte aktive Kühlung 

- DC Überspannungsschutz Typ 2 

- AC Überspannungsschutz Typ 2 

- 12 MPP Tracker 860-1300 V nominal 

- 5 Jahre Herstellergarantie";"6769";"";"03.01.25";"8799.7"
"1237";"Wechselrichter Sungrow 40 kW";"WR";"- Sungrow SG40CX Premium 

- Eingangsspannungsbereich von 200-1000 V 

- Hoher Wirkungsgrad von bis zu 98,6 % 

- Temperaturgesteuerte aktive Kühlung 

- DC Überspannungsschutz Typ 1 + 2 - AC Überspannungsschutz Typ 2 

- 5 Jahre Herstellergarantie";"1780.8";"";"03.01.25";"2315.04"
"1222";"Wechselrichter Sungrow 12 kW";"WR";"- Sungrow Residential SG12.0RT 

- 12 kW, 3 Phasen, 2 MPP-Tracker 

- Die PID Recovery Funktion verringert Depolarisation der Module in der Nacht 

- Hoher Wirkungsgrad von bis zu 97,90 % 

- 10 Jahre Herstellergarantie";"746.1";"";"03.01.25";"969.93"
"1173";"Wechselrichter Sungrow 8 kW";"WR";"- Sungrow Residential SG8.0RT 

- PID Recovery Funktion 

- Eingangsspannungsbereich von 160–1000 V 

- niedriger Anlaufstrom

- Hoher Wirkungsgrad von bis zu 97,8 % 

- WiNet-Modul: Wifi und Ethernet Anschluss 

- DC und AC Überspannungsschutz Typ 2 

- Kühlsystem 

- Remote-Firmware Updates 

- 10 Jahre Herstellergarantie";"620.1";"";"03.01.25";"806.13"
"1070";"Wechselrichter Sungrow 6kW";"WR";"- SG6.0RT-V115



- Phasen: 3
- MPP- Tracker: 2
- AC-Leistung: 6 kW
- Spannungsbereich: 160-1000 Volt
- Kommunikation: WLAN, Ethernet, RS485, DI, DO
- Garantie: 10 Jahre";"611";"";"03.01.25";"794.3"
"1170";"Wechselrichter Sungrow 10 kW";"WR";"- Sungrow Residential SG10.0RT 

- PID Recovery Funktion 

- Eingangsspannungsbereich von 160–1000 V 

- niedriger Anlaufstrom 

- Hoher Wirkungsgrad von bis zu 97,9 % 

- WiNet-Modul: Wifi und Ethernet Anschluss 

- DC und AC Überspannungsschutz Typ 2 

- Kühlsystem 

- Remote-Firmware Updates 

- 10 Jahre Herstellergarantie";"724.5";"";"03.01.25";"941.85"
"1409";"Hybrid - Wechselrichter Sungrow 20 kW ";"WR HY";"- Sungrow Hybrid SH20T - V11
- Hoher Wirkungsgrad von bis zu 98,1 %
- Natürliche Konvektion
- AC + DC Überspannungsschutz 2 integriert
- Geräuschemission 35dB (A) 
- Abmessungen: 640 x 480 x 245 mm (H x B x T)
- Schutzklasse: IP 65";"2593.5";"";"03.01.25";"3371.55"
"1171";"Wechselrichter Sungrow 33 kW";"WR";"- Sungrow SG33CX Premium oder vergleichbar 
- Eingangsspannungsbereich von 200-1000 V 
- Hoher Wirkungsgrad von bis zu 98,6 % 
- Temperaturgesteuerte aktive Kühlung 
- DC Überspannungsschutz Typ 1+2 
- AC Überspannungsschutz Typ 2
- Externe NA-Schutzlösung mit Netzwächter nach VDE 4105 möglich
- 5 Jahre Herstellergarantie ( bis zu 15 Jahre erweiterbar )";"1650";"";"03.01.25";"2145"
"1106";"Wechselrichter Sungrow 15 kW";"WR";"- Sungrow Residential SG15RT-V115
- Eingangsspannungsbereich von 160–1000 V
- niedriger Anlaufstrom - Hoher Wirkungsgrad von bis zu 98,1 % 
- WiNet-Modul: Wifi und Ethernet Anschluss 
- DC und AC Überspannungsschutz Typ 2 
- Kühlsystem - Remote-Firmware Updates 
- 10 Jahre Herstellergarantie";"899.1";"";"03.01.25";"1168.83"
"1404";"Hybrid-Wechselrichter 15 kW Sungrow SH15T-V11";"WR HY";"- Sungrow Hybrid SH15T - V11

- Netzanschluss: 3 Phasig

- AC Leistung: 15,0 kVA - Notstromleistung über separaten Ausgang
- Verpolungsschutz
- MPP Tracker: 3
- MPPT 1: 2 MC4 Eingänge; MPPT 2: 2 MC4 Eingänge; MPPT 3: 1 MC4 Eingang
- Maximaler Eingangsstrom: 80A ( 32A / 32A / 16A )
- Maximaler Kurzschlussstrom Isc: 100A ( 40A / 40A / 20A)
- Batterieanschluss
- Schnittstellen: Ethernet
- Kabelquerschnitt AC-Anschluss 6 - 10 mm² möglich
- Kabelquerschnitt DC-Anschluss 4 - 6 mm² möglich
- Abmessungen: 620 x 480 x 245 mm (H x B x T)
- Gewicht: 38 kg
- Schutzklasse: IP 65";"2338.7";"";"03.01.25";"3040.31"
"1140";"PV - Speicher BYD HVM 22,1 kWh";"PV- Speicher";"- BYD Battery-Box Premium HVM 22.1 

- Preisgekrönte Effizienz dank echter Serienschaltung 

- Das patentierte modulare Steckdesign erfordert keine interne Verkabelung und ermöglicht maximale Flexibilität und Benutzerfreundlichkeit 

- Kobaltfreie Lithium-Eisen-Phosphat-Batterie (LFP): Maximale Sicherheit, Lebensdauer und Leistung 

- Kompatibel mit führenden 1- und 3-Phasen-Wechselrichtern

 - Höchste Sicherheitsstandards wie VDE 2510-50 

- Leistungsstarke Not-/Ersatzstrom- und Off-Grid-Funktionalität

 - 10 Jahre Herstellergarantie";"7216.2";"";"03.01.25";"9381.06"
"1141";"PV - Speicher BYD HVM 16,6 kWh";"PV- Speicher";"- BYD Battery-Box Premium HVM 16.6 kWh 

- Preisgekrönte Effizienz dank echter Serienschaltung 

- Das patentierte modulare Steckdesign erfordert keine interne Verkabelung und ermöglicht maximale Flexibilität und Benutzerfreundlichkeit 

- Kobaltfreie Lithium-Eisen-Phosphat-Batterie (LFP): Maximale Sicherheit, Lebensdauer und Leistung

 - Kompatibel mit führenden 1- und 3-Phasen-Wechselrichtern

 - Höchste Sicherheitsstandards wie VDE 2510-50 

- Leistungsstarke Not-/Ersatzstrom- und Off-Grid-Funktionalität

- Batteriekapazität:16,56 kWh Zelltechnologie: Lithium-Eisen-Phosphat-Technologie (LFP)

 - Nennspannung: 307 V - Max. Ausgangstrom: 50 A - Peak Ausgangsstrom: 75 A für 5 Sekunden 

- Gewicht: 243 kg 

- Schutzklasse: IP 55 

- Abmessungen: 1644 x 585 x 298 mm (H/W/T)

 - On- und Offgrid-fähig";"5517.6";"";"03.01.25";"7172.88"
"1155";"PV - Speicher BYD HVM 13,8 kWh";"PV- Speicher";"- Preisgekrönte Effizienz dank echter Serienschaltung
- Das patentierte modulare Steckdesign erfordert keine interne Verkabelung und ermöglicht maximale Flexibilität und Benutzerfreundlichkeit
- Kobaltfreie Lithium-Eisen-Phosphat-Batterie (LFP): Maximale Sicherheit, Lebensdauer und Leistung
- Kompatibel mit führenden 1- und 3-Phasen-Wechselrichtern
- Höchste Sicherheitsstandards wie VDE 2510-50
- Leistungsstarke Not-/Ersatzstrom- und Off-Grid-Funktionalität
- Batteriekapazität: 13,8 kWh  
- Nennspannung: 256 V 
- Max. Ausgangstrom: 50 A 
- Peak Ausgangsstrom: 75 A für 5 Sekunden
- Gewicht: 205 kg
- Schutzklasse: IP 55
- Abmessungen: 1411 x 585 x 298 mm (H/W/T)";"4706";"";"03.01.25";"6117.8"
"1227";"PV - Speicher BYD HVM 8,3 kWh";"PV- Speicher";"Produktvorteile

- Preisgekrönte Effizienz dank echter Serienschaltung
- Das patentierte modulare Steckdesign erfordert keine interne Verkabelung und ermöglicht maximale Flexibilität und Benutzerfreundlichkeit
- Kobaltfreie Lithium-Eisen-Phosphat-Batterie (LFP): Maximale Sicherheit, Lebensdauer und Leistung
- Kompatibel mit führenden 1- und 3-Phasen-Wechselrichtern
- Höchste Sicherheitsstandards wie VDE 2510-50
- Leistungsstarke Not-/Ersatzstrom- und Off-Grid-Funktionalität


Produkteigenschaften BYD Battery-Box Premium HVM 8.3

- Batteriekapazität: 8,28 kWh 
- Nennspannung: 153 V 
- Max. Ausgangstrom: 50 A 
- Peak Ausgangsstrom: 75 A für 5 Sekunden
- Gewicht: 129 kg
- Schutzklasse: IP 55
- Abmessungen: 945 x 585 x 298 mm (H/W/T)";"2969.7";"";"03.01.25";"3860.61"
"1214";"PV - Speicher BYD HVS 10,24 kWh";"PV- Speicher";"- BYD Premium HVS 10,24 kWh 

- Leistungsstarke Not-/Ersatzstrom- und Off-Grid-Funktionalität 

- Preisgekrönte Effizienz dank echter Serienschaltung 

- Das patentierte modulare Steckdesign erfordert keine interne Verkabelung und ermöglicht maximale Flexibilität und Benutzerfreundlichkeit 

- Kobaltfreie Lithium-Eisen-Phosphat-Batterie (LFP): Maximale Sicherheit, Lebensdauer und Leistung 

- Kompatibel mit führenden 1- und 3-Phasen-Wechselrichtern 

- Zwei verschiedene Module zur Abdeckung des gesamten Systemgrößenbereichs 

- Höchste Sicherheitsstandards wie VDE 2510-50 

- 10 Jahre Herstellergarantie";"3911.15";"";"03.01.25";"5084.5"
"1081";"PV - Speicher BYD HVS 7,7 kWh";"PV- Speicher";"- Leistungsstarke Not-/Ersatzstrom- und Off-Grid-Funktionalität


- Preisgekrönte Effizienz dank echter Serienschaltung 

- Das patentierte modulare Steckdesign erfordert keine interne Verkabelung und ermöglicht maximale Flexibilität und Benutzerfreundlichkeit 

- Kobaltfreie Lithium-Eisen-Phosphat-Batterie (LFP): Maximale Sicherheit, Lebensdauer und Leistung 

- Kompatibel mit führenden 1- und 3-Phasen-Wechselrichtern 

- Zwei verschiedene Module zur Abdeckung des gesamten Systemgrößenbereichs 

- Höchste Sicherheitsstandards wie VDE 2510-50 

- 10 Jahre Herstellergarantie";"3084.16";"";"03.01.25";"4009.41"
"1288";"Unterkonstruktion inkl. DC-Montage";"";"1x Unterkonstruktion

- Montagesystem von K2 Systems oder vergleichbar 

- Ausgelegt auf die Individuelle Dachkonstruktion 

- Zertifiziert für 50 Jahre Nutzungsdauer




1x DC-Montage

- Montage der Module bis zum Speicher mit integrierten bzw. Externen Wechselrichter inkl. Verkabelung und Unterkonstruktion für alle Module 

- Vertragsbestandteil der DC Kabelführung ist der kürzeste Weg (PV-Module zu Wechselrichter) Änderungen sind aufpreispflichtig";"85";"";"16.12.24";"142.19"
"1665";"SolarEdge SE5000H-BEN4";"";"- 5 kVA Leistung 1 Phasig ( In DE auf 4,6 kVA gedrosselt)
- 2 Paar MC4 Eingänge
- Schnittstellen: Ethernet RJ45, RS485
- Schutzklasse: IP65
- Standardgarantie: 12 Jahren
- Abmessungen: 280 x 370 x 142 mm (H x B x T)
- Gewicht: 9,0 kg";"909";"";"13.12.24";"1181.7"
"1664";"Wechselrichter 5kW HUAWEI SUN2000-5KTL-M1";"";"- Maximaler Wirkungsgrad: 98,4%
- Maximale Eingangsspannung: 1100 V
- Maximaler Eingangsstrom: 13,5 A
- MPP-Spannungsbereich: 140 - 980 V
- MPPT-Spannungsbereich Volllast: 240 - 850 V
- Nenneingangsspannung: 600 V
- Maximale Anzahl Eingänge: 2
- Anzahl MPPT: 2
- Nennausgangsleistung: 5000 W
- Maximale Wirkleistung: 5500 W
- Nennausgangsspannung: 220/380 V, 230/400 V
- Nennausgangsstrom: 7,6 A / 7,3 A
- Maximaler Ausgangsstrom: 8,5 A
- Frequenz: 50 Hz / 60 Hz
- Schutzart: IP65
- Betriebstemperatur: -25°C bis 60°C
- Gewicht: 17 kg";"679";"";"13.12.24";"882.7"
"1663";"SolarEdge Kabelset zur Verbindung von Home Batterie zu Home Batterie";"";"";"54.12";"";"12.12.24";"70.36"
"1662";"Arbeitsleistung ";"";"- für Bestückung der Bestandsmodule des Carports mit Optimierern
- für Rückbau der Bestandsanlage auf dem Hausdach";"500";"";"12.12.24";"1000"
"1661";"Versandkosten";"";"";"0";"";"10.12.24";"0"
"1660";"Kostal Plenticoin Digital DE";"";"- Batteriefunktion für Plenticore Plus G1, G2 &amp; PIKO MP Plus Wechselrichter: 1 PLENTICOIN nötig";"119";"";"05.12.24";"154.7"
"1659";"Kostal Smart Energy Meter G2";"";"- Hutschienenmontage
- 3-phasige Direktmessung bis 63 A (&gt; 63 A mit Messwandlern möglich)
- 2 separate Ethernet Anschlüsse
- Gewicht: 0,4 kg";"269";"";"05.12.24";"349.7"
"1658";"Kostal Plenticore plus 10 G2";"";"- Netzanschluss: 3-phasig
- AC Leistung: 10,0 kW 
- 2 +1 MPP Tracker
- DC Trennschalter in Gerätefront integriert
- Schnittstellen: WLAN, Ethernet, USB, CAN, RS485, Modbus RTU, FRE
- Schaltkontakt zur Eigenverbrauchssteuerung (z.B. Wärmepumpe)
- Abmessungen: 563 x 405 x 233 mm (H x B x T)
- Gewicht: 21,6 kg
- Schutzklasse: IP 65
- 10 Jahre Garantie (nach Registrierung bei Kostal)";"1550.25";"";"05.12.24";"2015.33"
"1657";"Montage einer Wallbox";"";"- wird nach tatsächlichem Aufwand abgerechnet
- 20€ pro Meter Kabelweg
- 50€ pro nötigen Durchbruch";"250";"";"03.12.24";"325"
"1179";"Mennekes Wallbox 11 kW + Einbau TSG + Montage";"Wallbox";"- Mennekes AMTRON 4You 310 11 kW

- Typ 2 Ladekabel 7,5m

- RFID- Modul ( 5Karten enthalten)
- Einfache digitale Messung 
- Montage bis 10m inklusive

- Darüber hinaus wird nach tatsächlichem Aufwand abgerechnet ( 20€ pro 1m Kabelweg, 50€ pro Durchbruch)
- Einbau TSG (Steuereinheit für den Netzbetreiber)";"959";"";"03.12.24";"1246.7"
"1286";"Fronius Wallbox 11 kW  + Einbau TSG+ Montage";"Wallbox";"- Fronius Wattpilot Home 11 J 2.0
- Typ 2 Buchse

- RFID- Modul ( 1 Karte enthalten)
- MID- Zähler
- Montage bis 10m inklusive
- Darüber hinaus wird nach tatsächlichem Aufwand abgerechnet ( 20€ pro 1m Kabelweg, 50€ pro Durchbruch)
- Einbau TSG (Steuereinheit für den Netzbetreiber)";"1092";"";"03.12.24";"1419.6"
